
 Daxpy product:
   Blaze [MFlop/s]:
     1           0.2772
     Blaze       = 1        (2.00494)
   N=55, steps=274679
     Blaze       = 1        (2.0423)
   N=60, steps=272038
     Blaze       = 1        (2.21868)
   N=66, steps=253296
     Blaze       = 1        (1.7035)
   N=72, steps=263444
     Blaze       = 1        (1.95114)
   N=79, steps=301717
     Blaze       = 1        (2.2655)
   N=86, steps=272356
     Blaze       = 1        (2.1202)
   N=94, steps=261122
     Blaze       = 1        (1.79523)
   N=103, steps=259449
     Blaze       = 1        (1.93217)
   N=113, steps=308177
     Blaze       = 1        (2.3068)
   N=124, steps=268982
     Blaze       = 1        (2.17404)
   N=136, steps=262518
     Blaze       = 1        (2.11072)
   N=149, steps=270400
     Blaze       = 1        (1.77369)
   N=163, steps=272217
     Blaze       = 1        (2.0914)
   N=179, steps=278445
     Blaze       = 1        (2.08067)
   N=196, steps=271835
     Blaze       = 1        (2.14968)
   N=215, steps=284414
     Blaze       = 1        (2.15233)
   N=236, steps=287238
     Blaze       = 1        (1.92554)
   N=259, steps=298749
     Blaze       = 1        (2.10255)
   N=284, steps=303512
     Blaze       = 1        (2.07251)
   N=312, steps=239474
     Blaze       = 1        (2.0904)
   N=343, steps=260797
     Blaze       = 1        (1.91573)
   N=377, steps=268096
     Blaze       = 1        (2.10838)
   N=414, steps=248989
     Blaze       = 1        (1.97077)
   N=455, steps=251011
     Blaze       = 1        (2.07252)
   N=500, steps=248246
     Blaze       = 1        (2.05722)
   N=550, steps=248962
     Blaze       = 1        (2.06189)
   N=605, steps=245033
     Blaze       = 1        (2.02853)
   N=665, steps=257134
     Blaze       = 1        (2.03759)
   N=731, steps=261448
     Blaze       = 1        (2.04203)
   N=804, steps=258955
     Blaze       = 1        (2.01638)
   N=884, steps=256784
     Blaze       = 1        (1.98636)
   N=972, steps=257072
     Blaze       = 1        (2.10264)
   N=1069, steps=247986
     Blaze       = 1        (1.94172)
   N=1175, steps=261163
     Blaze       = 1        (2.04512)
   N=1292, steps=256404
     Blaze       = 1        (2.01083)
   N=1421, steps=258988
     Blaze       = 1        (2.02758)
   N=1563, steps=258012
     Blaze       = 1        (2.03018)
   N=1719, steps=244526
     Blaze       = 1        (2.01209)
   N=1890, steps=259375
     Blaze       = 1        (2.04913)
   N=2079, steps=255626
     Blaze       = 1        (1.93945)
   N=2286, steps=229498
     Blaze       = 1        (1.95708)
   N=2514, steps=252576
     Blaze       = 1        (1.91694)
   N=2765, steps=258034
     Blaze       = 1        (1.97029)
   N=3041, steps=250677
     Blaze       = 1        (1.91993)
   N=3345, steps=253173
     Blaze       = 1        (1.95282)
   N=3679, steps=252191
     Blaze       = 1        (1.94271)
   N=4046, steps=253669
     Blaze       = 1        (1.96718)
   N=4450, steps=249598
     Blaze       = 1        (1.94625)
   N=4895, steps=250182
     Blaze       = 1        (1.95861)
   N=5384, steps=247580
     Blaze       = 1        (1.95943)
   N=5922, steps=246736
     Blaze       = 1        (1.96719)
   N=6514, steps=242630
     Blaze       = 1        (1.95188)
   N=7165, steps=238758
     Blaze       = 1        (1.95523)
   N=7881, steps=236546
     Blaze       = 1        (1.958)
   N=8669, steps=232879
     Blaze       = 1        (1.96263)
   N=9535, steps=228635
     Blaze       = 1        (1.96119)
   N=10488, steps=223072
     Blaze       = 1        (1.94565)
   N=11536, steps=218330
     Blaze       = 1        (1.9252)
   N=12689, steps=209471
     Blaze       = 1        (1.89175)
   N=13957, steps=202749
     Blaze       = 1        (1.85672)
   N=15352, steps=196689
     Blaze       = 1        (1.85429)
   N=16887, steps=190745
     Blaze       = 1        (1.85617)
   N=18575, steps=186192
     Blaze       = 1        (1.84413)
   N=20432, steps=183644
     Blaze       = 1        (1.87971)
   N=22475, steps=178046
     Blaze       = 1        (1.883)
   N=24722, steps=173729
     Blaze       = 1        (1.90519)
   N=27194, steps=168349
     Blaze       = 1        (1.9386)
   N=29913, steps=161565
     Blaze       = 1        (1.94827)
   N=32904, steps=155026
     Blaze       = 1        (1.92642)
   N=36194, steps=147447
     Blaze       = 1        (1.9272)
   N=39813, steps=140435
     Blaze       = 1        (1.93477)
   N=43794, steps=132683
     Blaze       = 1        (1.92859)
   N=48173, steps=125896
     Blaze       = 1        (1.94309)
   N=52990, steps=118557
     Blaze       = 1        (1.95601)
   N=58289, steps=112603
     Blaze       = 1        (1.94603)
   N=64117, steps=106305
     Blaze       = 1        (1.95898)
   N=70528, steps=99635
     Blaze       = 1        (1.98403)
   N=77580, steps=93020
     Blaze       = 1        (1.94713)
   N=85338, steps=86451
     Blaze       = 1        (1.96513)
   N=93871, steps=81283
     Blaze       = 1        (1.96072)
   N=103258, steps=75469
     Blaze       = 1        (1.97504)
   N=113583, steps=70817
     Blaze       = 1        (1.96859)
   N=124941, steps=66138
     Blaze       = 1        (2.00202)
   N=137435, steps=61552
     Blaze       = 1        (2.01389)
   N=151178, steps=57242
     Blaze       = 1        (1.99803)
   N=166295, steps=52514
     Blaze       = 1        (1.98719)
   N=182924, steps=48672
     Blaze       = 1        (1.98276)
   N=201216, steps=45196
     Blaze       = 1        (2.00303)
   N=221337, steps=41638
     Blaze       = 1        (1.99489)
   N=243470, steps=38386
     Blaze       = 1        (1.96946)
   N=267817, steps=35151
     Blaze       = 1        (1.9824)
   N=294598, steps=32544
     Blaze       = 1        (1.98062)
   N=324057, steps=29408
     Blaze       = 1        (1.98666)
   N=356462, steps=27386
     Blaze       = 1        (1.96792)
   N=392108, steps=24996
     Blaze       = 1        (2.01146)
   N=431318, steps=23278
     Blaze       = 1        (2.01622)
   N=474449, steps=20945
     Blaze       = 1        (1.98632)
   N=521893, steps=18955
     Blaze       = 1        (1.97628)
   N=574082, steps=17646
     Blaze       = 1        (2.00423)
   N=631490, steps=15845
     Blaze       = 1        (1.97637)
   N=694639, steps=14709
     Blaze       = 1        (2.01639)
   N=764102, steps=13308
     Blaze       = 1        (2.00026)
   N=840512, steps=12188
     Blaze       = 1        (2.02642)
   N=924563, steps=11150
     Blaze       = 1        (2.02662)
   N=1017019, steps=10124
     Blaze       = 1        (2.0301)
   N=1118720, steps=9225
     Blaze       = 1        (2.04838)
   N=1230592, steps=8426
     Blaze       = 1        (2.01991)
   N=1353651, steps=7662
     Blaze       = 1        (2.05128)
   N=1489016, steps=6832
     Blaze       = 1        (2.02692)
   N=1637917, steps=6220
     Blaze       = 1        (2.06535)
   N=1801708, steps=5357
     Blaze       = 1        (2.05479)
   N=1981878, steps=4718
     Blaze       = 1        (2.04402)
   N=2180065, steps=3694
     Blaze       = 1        (1.94872)
   N=2398071, steps=3156
     Blaze       = 1        (1.9886)
   N=2637878, steps=2505
     Blaze       = 1        (1.96912)
   N=2901665, steps=1966
     Blaze       = 1        (2.00152)
   N=3191831, steps=1513
     Blaze       = 1        (1.97363)
   N=3511014, steps=1229
     Blaze       = 1        (2.04435)
   N=3862115, steps=987
     Blaze       = 1        (1.98943)
   N=4248326, steps=837
     Blaze       = 1        (1.92516)
   N=4673158, steps=714
     Blaze       = 1        (1.94807)
   N=5140474, steps=637
     Blaze       = 1        (1.97965)
   N=5654521, steps=538
     Blaze       = 1        (1.93233)
   N=6219973, steps=506
     Blaze       = 1        (2.07268)
   N=6841970, steps=446
     Blaze       = 1        (1.96189)
   N=7526167, steps=413
     Blaze       = 1        (2.06054)
   N=8278784, steps=371
     Blaze       = 1        (2.04421)
   N=9106663, steps=336
     Blaze       = 1        (2.04881)
   N=10000000, steps=311
     Blaze       = 1        (2.04844)
