
 Daxpy product:
   Blaze [MFlop/s]:
     1           0.258454
     4248326     3727.28
     4673158     3605.86
     5140474     3465.52
     5654521     3379.79
     6219973     3269.33
     6841970     3232.77
     7526167     3152.22
     8278784     3127.18
     9106663     3061.04
     10000000    3099.12
   N=1, steps=255893
     Blaze       = 1        (1.98018)
   N=2, steps=231986
     Blaze       = 1        (1.8384)
   N=3, steps=254192
     Blaze       = 1        (1.76958)
   N=4, steps=233080
     Blaze       = 1        (1.84548)
   N=5, steps=278621
     Blaze       = 1        (1.97117)
   N=6, steps=275724
     Blaze       = 1        (1.95179)
   N=7, steps=278841
     Blaze       = 1        (1.96644)
   N=8, steps=276206
     Blaze       = 1        (1.96675)
   N=9, steps=272433
     Blaze       = 1        (1.98598)
   N=10, steps=269381
     Blaze       = 1        (2.33764)
   N=11, steps=221672
     Blaze       = 1        (1.78164)
   N=12, steps=248837
     Blaze       = 1        (2.12277)
   N=13, steps=240399
     Blaze       = 1        (1.79388)
   N=14, steps=232939
     Blaze       = 1        (1.91332)
   N=15, steps=270266
     Blaze       = 1        (2.32434)
   N=16, steps=270825
     Blaze       = 1        (2.319)
   N=17, steps=224161
     Blaze       = 1        (1.69335)
   N=18, steps=225082
     Blaze       = 1        (1.7053)
   N=19, steps=266938
     Blaze       = 1        (2.03204)
   N=20, steps=263202
     Blaze       = 1        (2.00043)
   N=22, steps=240702
     Blaze       = 1        (1.82989)
   N=24, steps=243137
     Blaze       = 1        (1.84359)
   N=26, steps=268715
     Blaze       = 1        (2.3962)
   N=28, steps=239455
     Blaze       = 1        (2.13999)
   N=30, steps=268942
     Blaze       = 1        (2.18094)
   N=33, steps=221244
     Blaze       = 1        (1.84717)
   N=36, steps=222116
     Blaze       = 1        (1.70798)
   N=39, steps=247010
     Blaze       = 1        (1.89858)
   N=42, steps=248333
     Blaze       = 1        (1.8992)
   N=46, steps=245155
     Blaze       = 1        (2.04635)
   N=50, steps=267928
     Blaze       = 1        (2.39062)
   N=55, steps=241093
     Blaze       = 1        (1.99815)
   N=60, steps=226732
     Blaze       = 1        (1.76798)
   N=66, steps=265165
     Blaze       = 1        (2.06552)
   N=72, steps=237386
     Blaze       = 1        (1.98024)
   N=79, steps=243201
     Blaze       = 1        (1.88934)
   N=86, steps=248359
     Blaze       = 1        (2.08677)
   N=94, steps=242359
     Blaze       = 1        (1.95634)
   N=103, steps=246938
     Blaze       = 1        (2.0102)
   N=113, steps=261959
     Blaze       = 1        (2.01941)
   N=124, steps=264759
     Blaze       = 1        (2.30734)
   N=136, steps=262863
     Blaze       = 1        (2.18334)
   N=149, steps=241446
     Blaze       = 1        (1.98907)
   N=163, steps=257485
     Blaze       = 1        (2.0428)
   N=179, steps=259534
     Blaze       = 1        (2.03722)
   N=196, steps=263342
     Blaze       = 1        (2.06379)
   N=215, steps=238183
     Blaze       = 1        (1.88952)
   N=236, steps=248616
     Blaze       = 1        (1.99398)
   N=259, steps=250492
     Blaze       = 1        (2.02985)
   N=284, steps=256139
     Blaze       = 1        (2.03982)
   N=312, steps=244276
     Blaze       = 1        (2.03483)
   N=343, steps=210105
     Blaze       = 1        (2.00287)
   N=377, steps=221895
     Blaze       = 1        (2.00186)
   N=414, steps=222358
     Blaze       = 1        (2.02997)
   N=455, steps=223450
     Blaze       = 1        (2.04098)
   N=500, steps=224066
     Blaze       = 1        (2.021)
   N=550, steps=205382
     Blaze       = 1        (1.85415)
   N=605, steps=233692
     Blaze       = 1        (2.08897)
   N=665, steps=227055
     Blaze       = 1        (2.03978)
   N=731, steps=211244
     Blaze       = 1        (1.91972)
   N=804, steps=238496
     Blaze       = 1        (2.02501)
   N=884, steps=214328
     Blaze       = 1        (1.80642)
   N=972, steps=239386
     Blaze       = 1        (2.03218)
   N=1069, steps=238490
     Blaze       = 1        (2.12905)
   N=1175, steps=220187
     Blaze       = 1        (1.98964)
   N=1292, steps=240057
     Blaze       = 1        (2.03534)
   N=1421, steps=237977
     Blaze       = 1        (2.00344)
   N=1563, steps=237851
     Blaze       = 1        (2.02548)
   N=1719, steps=234994
     Blaze       = 1        (2.04919)
   N=1890, steps=236797
     Blaze       = 1        (2.00911)
   N=2079, steps=214176
     Blaze       = 1        (1.82538)
   N=2286, steps=235086
     Blaze       = 1        (2.26842)
   N=2514, steps=240395
     Blaze       = 1        (2.04431)
   N=2765, steps=233765
     Blaze       = 1        (2.00028)
   N=3041, steps=235615
     Blaze       = 1        (2.02296)
   N=3345, steps=232266
     Blaze       = 1        (1.99389)
   N=3679, steps=232949
     Blaze       = 1        (2.02035)
   N=4046, steps=232057
     Blaze       = 1        (2.01083)
   N=4450, steps=232216
     Blaze       = 1        (2.01651)
   N=4895, steps=232249
     Blaze       = 1        (2.03228)
   N=5384, steps=230330
     Blaze       = 1        (2.02017)
   N=5922, steps=229048
     Blaze       = 1        (2.01349)
   N=6514, steps=227751
     Blaze       = 1        (2.00709)
   N=7165, steps=227330
     Blaze       = 1        (2.00219)
   N=7881, steps=224892
     Blaze       = 1        (2.01075)
   N=8669, steps=223168
     Blaze       = 1        (2.00717)
   N=9535, steps=222059
     Blaze       = 1        (2.00982)
   N=10488, steps=217784
     Blaze       = 1        (2.00387)
   N=11536, steps=216499
     Blaze       = 1        (2.00528)
   N=12689, steps=214228
     Blaze       = 1        (2.00836)
   N=13957, steps=209447
     Blaze       = 1        (1.99958)
   N=15352, steps=204658
     Blaze       = 1        (1.9984)
   N=16887, steps=200782
     Blaze       = 1        (2.00548)
   N=18575, steps=196879
     Blaze       = 1        (1.97845)
   N=20432, steps=193712
     Blaze       = 1        (1.99741)
   N=22475, steps=187790
     Blaze       = 1        (1.97561)
   N=24722, steps=182571
     Blaze       = 1        (1.95709)
   N=27194, steps=177173
     Blaze       = 1        (1.97405)
   N=29913, steps=170723
     Blaze       = 1        (1.96573)
   N=32904, steps=164998
     Blaze       = 1        (1.96265)
   N=36194, steps=158691
     Blaze       = 1        (1.97681)
   N=39813, steps=153029
     Blaze       = 1        (1.97007)
   N=43794, steps=145495
     Blaze       = 1        (1.97736)
   N=48173, steps=139629
     Blaze       = 1        (1.97046)
   N=52990, steps=132978
     Blaze       = 1        (1.9777)
   N=58289, steps=126229
     Blaze       = 1        (1.98722)
   N=64117, steps=118582
     Blaze       = 1        (1.99026)
   N=70528, steps=113625
     Blaze       = 1        (1.99895)
   N=77580, steps=106858
     Blaze       = 1        (1.98481)
   N=85338, steps=100401
     Blaze       = 1        (1.98618)
   N=93871, steps=93485
     Blaze       = 1        (1.99161)
   N=103258, steps=88756
     Blaze       = 1        (1.99317)
   N=113583, steps=83329
     Blaze       = 1        (2.01518)
   N=124941, steps=77693
     Blaze       = 1        (2.03468)
   N=137435, steps=71987
     Blaze       = 1        (1.98849)
   N=151178, steps=68285
     Blaze       = 1        (1.99037)
   N=166295, steps=63171
     Blaze       = 1        (1.99032)
   N=182924, steps=59127
     Blaze       = 1        (1.98252)
   N=201216, steps=54527
     Blaze       = 1        (1.99845)
   N=221337, steps=50307
     Blaze       = 1        (1.95868)
   N=243470, steps=46390
     Blaze       = 1        (1.94196)
   N=267817, steps=42655
     Blaze       = 1        (1.97211)
   N=294598, steps=38453
     Blaze       = 1        (1.94286)
   N=324057, steps=36171
     Blaze       = 1        (1.97398)
   N=356462, steps=33468
     Blaze       = 1        (1.9707)
   N=392108, steps=30655
     Blaze       = 1        (1.97949)
   N=431318, steps=27714
     Blaze       = 1        (1.96717)
   N=474449, steps=25701
     Blaze       = 1        (1.97707)
   N=521893, steps=23389
     Blaze       = 1        (1.94946)
   N=574082, steps=21655
     Blaze       = 1        (1.99209)
   N=631490, steps=19649
     Blaze       = 1        (1.95859)
   N=694639, steps=17896
     Blaze       = 1        (2.00267)
   N=764102, steps=16427
     Blaze       = 1        (1.97623)
   N=840512, steps=14925
     Blaze       = 1        (1.98577)
   N=924563, steps=13674
     Blaze       = 1        (1.9784)
   N=1017019, steps=12637
     Blaze       = 1        (1.99806)
   N=1118720, steps=11312
     Blaze       = 1        (2.01355)
   N=1230592, steps=10353
     Blaze       = 1        (1.98947)
   N=1353651, steps=9552
     Blaze       = 1        (2.03524)
   N=1489016, steps=8510
     Blaze       = 1        (1.95019)
   N=1637917, steps=7478
     Blaze       = 1        (2.00842)
   N=1801708, steps=6481
     Blaze       = 1        (1.99597)
   N=1981878, steps=5246
     Blaze       = 1        (1.98611)
   N=2180065, steps=4224
     Blaze       = 1        (1.9753)
   N=2398071, steps=3300
     Blaze       = 1        (2.05497)
   N=2637878, steps=2254
     Blaze       = 1        (1.89976)
   N=2901665, steps=1806
     Blaze       = 1        (1.97909)
   N=3191831, steps=1365
     Blaze       = 1        (1.90697)
   N=3511014, steps=1125
     Blaze       = 1        (1.92156)
   N=3862115, steps=988
     Blaze       = 1        (1.97187)
   N=4248326, steps=865
     Blaze       = 1        (1.97184)
   N=4673158, steps=776
     Blaze       = 1        (2.01138)
   N=5140474, steps=673
     Blaze       = 1        (1.99655)
   N=5654521, steps=593
     Blaze       = 1        (1.98422)
   N=6219973, steps=528
     Blaze       = 1        (2.00906)
   N=6841970, steps=464
     Blaze       = 1        (1.96406)
   N=7526167, steps=418
     Blaze       = 1        (1.99602)
   N=8278784, steps=376
     Blaze       = 1        (1.99082)
   N=9106663, steps=332
     Blaze       = 1        (1.97542)
   N=10000000, steps=309
     Blaze       = 1        (1.99412)
