
 Daxpy product:
   Blaze [MFlop/s]:
     1           0.643811
   N=24722, steps=164330
     Blaze       = 1        (2.0266)
   N=27194, steps=148551
     Blaze       = 1        (1.98679)
   N=29913, steps=134857
     Blaze       = 1        (1.94457)
   N=32904, steps=123412
     Blaze       = 1        (1.91801)
   N=36194, steps=113189
     Blaze       = 1        (1.95959)
   N=39813, steps=100432
     Blaze       = 1        (1.92097)
   N=43794, steps=91158
     Blaze       = 1        (1.98067)
   N=48173, steps=82775
     Blaze       = 1        (2.0094)
   N=52990, steps=72236
     Blaze       = 1        (1.96427)
   N=58289, steps=66327
     Blaze       = 1        (2.03176)
   N=64117, steps=59352
     Blaze       = 1        (1.99887)
   N=70528, steps=54352
     Blaze       = 1        (2.0054)
   N=77580, steps=49683
     Blaze       = 1        (1.97963)
   N=85338, steps=45327
     Blaze       = 1        (1.97657)
   N=93871, steps=41566
     Blaze       = 1        (1.97529)
   N=103258, steps=37947
     Blaze       = 1        (1.97574)
   N=113583, steps=34799
     Blaze       = 1        (1.97809)
   N=124941, steps=31795
     Blaze       = 1        (2.05181)
   N=137435, steps=28989
     Blaze       = 1        (1.97163)
   N=151178, steps=26442
     Blaze       = 1        (1.95916)
   N=166295, steps=24105
     Blaze       = 1        (1.96058)
   N=182924, steps=21961
     Blaze       = 1        (1.95823)
   N=201216, steps=19973
     Blaze       = 1        (2.09295)
   N=221337, steps=18232
     Blaze       = 1        (1.95761)
   N=243470, steps=16618
     Blaze       = 1        (1.95779)
   N=267817, steps=14980
     Blaze       = 1        (1.98091)
   N=294598, steps=13444
     Blaze       = 1        (1.99279)
   N=324057, steps=12107
     Blaze       = 1        (1.9806)
   N=356462, steps=11507
     Blaze       = 1        (2.06354)
   N=392108, steps=10161
     Blaze       = 1        (1.93492)
   N=431318, steps=9099
     Blaze       = 1        (1.86127)
   N=474449, steps=8385
     Blaze       = 1        (1.88923)
   N=521893, steps=7904
     Blaze       = 1        (1.96194)
   N=574082, steps=6909
     Blaze       = 1        (1.97137)
   N=631490, steps=6501
     Blaze       = 1        (2.05185)
   N=694639, steps=5814
     Blaze       = 1        (2.00986)
   N=764102, steps=5422
     Blaze       = 1        (2.11326)
   N=840512, steps=4805
     Blaze       = 1        (1.9772)
   N=924563, steps=4429
     Blaze       = 1        (2.03241)
   N=1017019, steps=4054
     Blaze       = 1        (2.09699)
   N=1118720, steps=3630
     Blaze       = 1        (2.15359)
   N=1230592, steps=3325
     Blaze       = 1        (1.99745)
   N=1353651, steps=3030
     Blaze       = 1        (2.00109)
   N=1489016, steps=2787
     Blaze       = 1        (1.94778)
   N=1637917, steps=2515
     Blaze       = 1        (1.98714)
   N=1801708, steps=2321
     Blaze       = 1        (2.0663)
   N=1981878, steps=2099
     Blaze       = 1        (2.08828)
   N=2180065, steps=1918
     Blaze       = 1        (2.13469)
   N=2398071, steps=1701
     Blaze       = 1        (2.90517)
   N=2637878, steps=1039
     Blaze       = 1        (2.05603)
   N=2901665, steps=860
     Blaze       = 1        (1.92585)
   N=3191831, steps=738
     Blaze       = 1        (1.84941)
   N=3511014, steps=628
     Blaze       = 1        (1.83794)
   N=3862115, steps=553
     Blaze       = 1        (1.88684)
   N=4248326, steps=470
     Blaze       = 1        (2.02869)
   N=4673158, steps=405
     Blaze       = 1        (1.98863)
   N=5140474, steps=358
     Blaze       = 1        (1.97981)
   N=5654521, steps=320
     Blaze       = 1        (1.99545)
   N=6219973, steps=289
     Blaze       = 1        (2.0035)
   N=6841970, steps=261
     Blaze       = 1        (2.00133)
   N=7526167, steps=238
     Blaze       = 1        (2.00407)
   N=8278784, steps=216
     Blaze       = 1        (1.99893)
   N=9106663, steps=196
     Blaze       = 1        (1.99793)
   N=10000000, steps=179
     Blaze       = 1        (2.00433)
