
 Daxpy product:
   Blaze [MFlop/s]:
     1           162.689
     Blaze       = 1        (1.62405)
   N=46, steps=66231151
     Blaze       = 1        (1.6691)
   N=50, steps=62795315
     Blaze       = 1        (1.80629)
   N=55, steps=60738791
     Blaze       = 1        (1.64208)
   N=60, steps=57219479
     Blaze       = 1        (1.69022)
   N=66, steps=53146430
     Blaze       = 1        (1.6938)
   N=72, steps=51224245
     Blaze       = 1        (1.69744)
   N=79, steps=47193043
     Blaze       = 1        (1.7382)
   N=86, steps=44456960
     Blaze       = 1        (1.71679)
   N=94, steps=41593418
     Blaze       = 1        (1.7534)
   N=103, steps=39017662
     Blaze       = 1        (1.74437)
   N=113, steps=33725766
     Blaze       = 1        (1.72697)
   N=124, steps=32204166
     Blaze       = 1        (1.78079)
   N=136, steps=30180815
     Blaze       = 1        (1.82839)
   N=149, steps=27748190
     Blaze       = 1        (1.84962)
   N=163, steps=25987653
     Blaze       = 1        (1.79415)
   N=179, steps=24987374
     Blaze       = 1        (1.86838)
   N=196, steps=23272088
     Blaze       = 1        (1.88239)
   N=215, steps=21462090
     Blaze       = 1        (1.95358)
   N=236, steps=19802367
     Blaze       = 1        (1.82848)
   N=259, steps=18084890
     Blaze       = 1        (1.83016)
   N=284, steps=16385080
     Blaze       = 1        (1.79392)
   N=312, steps=15081778
     Blaze       = 1        (1.86994)
   N=343, steps=13836513
     Blaze       = 1        (1.88379)
   N=377, steps=12815913
     Blaze       = 1        (1.89024)
   N=414, steps=11641110
     Blaze       = 1        (1.93621)
   N=455, steps=10703440
     Blaze       = 1        (1.93951)
   N=500, steps=9837379
     Blaze       = 1        (1.86652)
   N=550, steps=8763588
     Blaze       = 1        (1.98851)
   N=605, steps=8044429
     Blaze       = 1        (1.98741)
   N=665, steps=7296725
     Blaze       = 1        (1.99355)
   N=731, steps=6707432
     Blaze       = 1        (1.99948)
   N=804, steps=6138553
     Blaze       = 1        (1.99398)
   N=884, steps=5628487
     Blaze       = 1        (1.99776)
   N=972, steps=5161026
     Blaze       = 1        (1.99551)
   N=1069, steps=4706566
     Blaze       = 1        (2.0001)
   N=1175, steps=4279117
     Blaze       = 1        (1.99817)
   N=1292, steps=3867203
     Blaze       = 1        (1.99812)
   N=1421, steps=3294310
     Blaze       = 1        (1.93084)
   N=1563, steps=2905480
     Blaze       = 1        (1.83161)
   N=1719, steps=2738918
     Blaze       = 1        (1.92401)
   N=1890, steps=2442159
     Blaze       = 1        (1.89479)
   N=2079, steps=1923371
     Blaze       = 1        (1.89944)
   N=2286, steps=1352299
     Blaze       = 1        (1.94902)
   N=2514, steps=1162361
     Blaze       = 1        (1.94278)
   N=2765, steps=1109063
     Blaze       = 1        (2.03366)
   N=3041, steps=971529
     Blaze       = 1        (1.98527)
   N=3345, steps=894749
     Blaze       = 1        (1.98445)
   N=3679, steps=839167
     Blaze       = 1        (2.0379)
   N=4046, steps=769782
     Blaze       = 1        (2.03217)
   N=4450, steps=663828
     Blaze       = 1        (1.97536)
   N=4895, steps=628025
     Blaze       = 1        (2.04022)
   N=5384, steps=576277
     Blaze       = 1        (2.04079)
   N=5922, steps=505078
     Blaze       = 1        (1.97779)
   N=6514, steps=460410
     Blaze       = 1        (1.97954)
   N=7165, steps=346779
     Blaze       = 1        (2.02162)
   N=7881, steps=382734
     Blaze       = 1        (1.98833)
   N=8669, steps=354670
     Blaze       = 1        (2.0296)
   N=9535, steps=323159
     Blaze       = 1        (2.03192)
   N=10488, steps=293418
     Blaze       = 1        (2.01586)
   N=11536, steps=265833
     Blaze       = 1        (2.04045)
   N=12689, steps=233911
     Blaze       = 1        (2.03521)
   N=13957, steps=217609
     Blaze       = 1        (2.13642)
   N=15352, steps=153937
     Blaze       = 1        (1.95651)
   N=16887, steps=155369
     Blaze       = 1        (2.23591)
   N=18575, steps=135986
     Blaze       = 1        (1.90943)
   N=20432, steps=118746
     Blaze       = 1        (1.91347)
   N=22475, steps=105241
     Blaze       = 1        (1.90715)
   N=24722, steps=93327
     Blaze       = 1        (1.91967)
   N=27194, steps=81553
     Blaze       = 1        (1.93694)
   N=29913, steps=71168
     Blaze       = 1        (1.92748)
   N=32904, steps=64373
     Blaze       = 1        (1.96421)
   N=36194, steps=58355
     Blaze       = 1        (1.95854)
   N=39813, steps=103295
     Blaze       = 1        (1.98529)
   N=43794, steps=92672
     Blaze       = 1        (1.96852)
   N=48173, steps=82874
     Blaze       = 1        (2.00704)
   N=52990, steps=72278
     Blaze       = 1        (1.9547)
   N=58289, steps=66110
     Blaze       = 1        (2.02107)
   N=64117, steps=60217
     Blaze       = 1        (2.01631)
   N=70528, steps=54416
     Blaze       = 1        (1.9961)
   N=77580, steps=49686
     Blaze       = 1        (1.96863)
   N=85338, steps=45306
     Blaze       = 1        (1.96649)
   N=93871, steps=41615
     Blaze       = 1        (1.97404)
   N=103258, steps=38091
     Blaze       = 1        (1.98228)
   N=113583, steps=34907
     Blaze       = 1        (1.98052)
   N=124941, steps=31874
     Blaze       = 1        (2.05337)
   N=137435, steps=29020
     Blaze       = 1        (1.96852)
   N=151178, steps=26549
     Blaze       = 1        (1.96451)
   N=166295, steps=24270
     Blaze       = 1        (1.9686)
   N=182924, steps=22065
     Blaze       = 1        (1.96584)
   N=201216, steps=20097
     Blaze       = 1        (2.13148)
   N=221337, steps=18270
     Blaze       = 1        (1.96102)
   N=243470, steps=16693
     Blaze       = 1        (1.96342)
   N=267817, steps=15063
     Blaze       = 1        (1.98675)
   N=294598, steps=13423
     Blaze       = 1        (1.98761)
   N=324057, steps=12172
     Blaze       = 1        (1.98802)
   N=356462, steps=10928
     Blaze       = 1        (1.95419)
   N=392108, steps=10404
     Blaze       = 1        (2.0812)
   N=431318, steps=9277
     Blaze       = 1        (2.03237)
   N=474449, steps=8316
     Blaze       = 1        (1.98725)
   N=521893, steps=7765
     Blaze       = 1        (2.02929)
   N=574082, steps=7142
     Blaze       = 1        (1.93603)
   N=631490, steps=6282
     Blaze       = 1        (1.87197)
   N=694639, steps=5886
     Blaze       = 1        (2.02485)
   N=764102, steps=5356
     Blaze       = 1        (2.07259)
   N=840512, steps=4851
     Blaze       = 1        (1.98557)
   N=924563, steps=4480
     Blaze       = 1        (2.03614)
   N=1017019, steps=3988
     Blaze       = 1        (2.04328)
   N=1118720, steps=3677
     Blaze       = 1        (2.21411)
   N=1230592, steps=3353
     Blaze       = 1        (2.01103)
   N=1353651, steps=3050
     Blaze       = 1        (2.04622)
   N=1489016, steps=2786
     Blaze       = 1        (2.07246)
   N=1637917, steps=2529
     Blaze       = 1        (2.06568)
   N=1801708, steps=2286
     Blaze       = 1        (2.10525)
   N=1981878, steps=2058
     Blaze       = 1        (1.92634)
   N=2180065, steps=1901
     Blaze       = 1        (2.19895)
   N=2398071, steps=1679
     Blaze       = 1        (2.34045)
   N=2637878, steps=1263
     Blaze       = 1        (2.25322)
   N=2901665, steps=874
     Blaze       = 1        (1.97615)
   N=3191831, steps=817
     Blaze       = 1        (2.17904)
   N=3511014, steps=655
     Blaze       = 1        (2.129)
   N=3862115, steps=549
     Blaze       = 1        (2.02486)
   N=4248326, steps=457
     Blaze       = 1        (1.9881)
   N=4673158, steps=407
     Blaze       = 1        (2.02638)
   N=5140474, steps=359
     Blaze       = 1        (1.98723)
   N=5654521, steps=320
     Blaze       = 1        (1.99608)
   N=6219973, steps=288
     Blaze       = 1        (1.99326)
   N=6841970, steps=262
     Blaze       = 1        (1.99753)
   N=7526167, steps=238
     Blaze       = 1        (1.99567)
   N=8278784, steps=216
     Blaze       = 1        (1.99149)
   N=9106663, steps=196
     Blaze       = 1        (1.99203)
   N=10000000, steps=180
     Blaze       = 1        (2.00349)
