
 Daxpy product:
   Blaze [MFlop/s]:
     1           162.69
   N=665, steps=7256257
     Blaze       = 1        (1.92424)
   N=731, steps=6665964
     Blaze       = 1        (1.93561)
   N=804, steps=6045096
     Blaze       = 1        (1.95775)
   N=884, steps=5542259
     Blaze       = 1        (1.95068)
   N=972, steps=5079326
     Blaze       = 1        (1.94758)
   N=1069, steps=4649033
     Blaze       = 1        (1.93993)
   N=1175, steps=4247432
     Blaze       = 1        (1.93396)
   N=1292, steps=3863866
     Blaze       = 1        (1.95043)
   N=1421, steps=3307978
     Blaze       = 1        (1.98238)
   N=1563, steps=3065725
     Blaze       = 1        (1.9868)
   N=1719, steps=2836135
     Blaze       = 1        (2.0437)
   N=1890, steps=2381557
     Blaze       = 1        (1.93763)
   N=2079, steps=1900419
     Blaze       = 1        (1.93663)
   N=2286, steps=1393397
     Blaze       = 1        (2.0438)
   N=2514, steps=1190200
     Blaze       = 1        (2.03216)
   N=2765, steps=1079022
     Blaze       = 1        (1.94781)
   N=3041, steps=974070
     Blaze       = 1        (2.00387)
   N=3345, steps=903639
     Blaze       = 1        (2.0125)
   N=3679, steps=824350
     Blaze       = 1        (1.96333)
   N=4046, steps=753113
     Blaze       = 1        (1.96169)
   N=4450, steps=679404
     Blaze       = 1        (2.0292)
   N=4895, steps=624711
     Blaze       = 1        (1.96833)
   N=5384, steps=568382
     Blaze       = 1        (1.96956)
   N=5922, steps=513052
     Blaze       = 1        (2.01621)
   N=6514, steps=467808
     Blaze       = 1        (2.02562)
   N=7165, steps=345621
     Blaze       = 1        (1.96813)
   N=7881, steps=384920
     Blaze       = 1        (2.01757)
   N=8669, steps=348511
     Blaze       = 1        (1.97299)
   N=9535, steps=317354
     Blaze       = 1        (1.94557)
   N=10488, steps=289542
     Blaze       = 1        (1.94844)
   N=11536, steps=251020
     Blaze       = 1        (1.86619)
   N=12689, steps=227209
     Blaze       = 1        (1.95166)
   N=13957, steps=205945
     Blaze       = 1        (1.921)
   N=15352, steps=164582
     Blaze       = 1        (1.9126)
   N=16887, steps=159779
     Blaze       = 1        (2.31623)
   N=18575, steps=140459
     Blaze       = 1        (1.90725)
   N=20432, steps=122358
     Blaze       = 1        (1.9132)
   N=22475, steps=108116
     Blaze       = 1        (2.0046)
   N=24722, steps=93853
     Blaze       = 1        (1.97774)
   N=27194, steps=79692
     Blaze       = 1        (1.912)
   N=29913, steps=71481
     Blaze       = 1        (1.94169)
   N=32904, steps=64626
     Blaze       = 1        (1.94101)
   N=36194, steps=58534
     Blaze       = 1        (1.9705)
   N=39813, steps=118247
     Blaze       = 1        (1.97458)
   N=43794, steps=109032
     Blaze       = 1        (1.96338)
   N=48173, steps=99863
     Blaze       = 1        (1.98466)
   N=52990, steps=92998
     Blaze       = 1        (2.00095)
   N=58289, steps=86447
     Blaze       = 1        (2.01757)
   N=64117, steps=80504
     Blaze       = 1        (1.99676)
   N=70528, steps=74994
     Blaze       = 1        (1.98915)
   N=77580, steps=69650
     Blaze       = 1        (1.98341)
   N=85338, steps=64391
     Blaze       = 1        (1.94916)
   N=93871, steps=61291
     Blaze       = 1        (1.95272)
   N=103258, steps=57785
     Blaze       = 1        (2.00309)
   N=113583, steps=54387
     Blaze       = 1        (1.98894)
   N=124941, steps=50505
     Blaze       = 1        (2.03099)
   N=137435, steps=46891
     Blaze       = 1        (1.99189)
   N=151178, steps=43180
     Blaze       = 1        (1.96324)
   N=166295, steps=39737
     Blaze       = 1        (1.96817)
   N=182924, steps=36165
     Blaze       = 1        (1.97379)
   N=201216, steps=32971
     Blaze       = 1        (2.05687)
   N=221337, steps=30186
     Blaze       = 1        (1.98032)
   N=243470, steps=27517
     Blaze       = 1        (1.97283)
   N=267817, steps=25418
     Blaze       = 1        (2.00916)
   N=294598, steps=23318
     Blaze       = 1        (2.00977)
   N=324057, steps=21348
     Blaze       = 1        (2.04444)
   N=356462, steps=19368
     Blaze       = 1        (2.00487)
   N=392108, steps=17592
     Blaze       = 1        (1.97814)
   N=431318, steps=16160
     Blaze       = 1        (1.95639)
   N=474449, steps=14764
     Blaze       = 1        (1.97713)
   N=521893, steps=13575
     Blaze       = 1        (2.01668)
   N=574082, steps=12259
     Blaze       = 1        (1.99233)
   N=631490, steps=11155
     Blaze       = 1        (2.00024)
   N=694639, steps=10168
     Blaze       = 1        (2.00906)
   N=764102, steps=9220
     Blaze       = 1        (2.01634)
   N=840512, steps=8519
     Blaze       = 1        (2.01578)
   N=924563, steps=7751
     Blaze       = 1        (2.05281)
   N=1017019, steps=6961
     Blaze       = 1        (2.01769)
   N=1118720, steps=6424
     Blaze       = 1        (2.14861)
   N=1230592, steps=5814
     Blaze       = 1        (2.017)
   N=1353651, steps=5330
     Blaze       = 1        (2.07928)
   N=1489016, steps=4832
     Blaze       = 1        (1.97706)
   N=1637917, steps=4343
     Blaze       = 1        (2.08949)
   N=1801708, steps=3817
     Blaze       = 1        (2.04755)
   N=1981878, steps=3312
     Blaze       = 1        (2.09585)
   N=2180065, steps=2736
     Blaze       = 1        (2.07884)
   N=2398071, steps=2133
     Blaze       = 1        (2.05036)
   N=2637878, steps=1682
     Blaze       = 1        (2.01396)
   N=2901665, steps=1358
     Blaze       = 1        (1.97778)
   N=3191831, steps=1097
     Blaze       = 1        (1.94503)
   N=3511014, steps=967
     Blaze       = 1        (1.91747)
   N=3862115, steps=847
     Blaze       = 1        (1.93555)
   N=4248326, steps=769
     Blaze       = 1        (2.00285)
   N=4673158, steps=698
     Blaze       = 1        (2.09297)
   N=5140474, steps=632
     Blaze       = 1        (2.00496)
   N=5654521, steps=576
     Blaze       = 1        (2.0413)
   N=6219973, steps=490
     Blaze       = 1        (2.03155)
   N=6841970, steps=433
     Blaze       = 1        (1.98371)
   N=7526167, steps=385
     Blaze       = 1        (1.98337)
   N=8278784, steps=347
     Blaze       = 1        (1.99438)
   N=9106663, steps=309
     Blaze       = 1        (1.99492)
   N=10000000, steps=285
     Blaze       = 1        (1.97833)
