
 Daxpy product:
   Blaze [MFlop/s]:
     1           162.67
     474449      11982.6
     521893      12167.9
     574082      12288.5
     631490      12286.4
     694639      12241.3
     764102      12492
     840512      12440.1
     924563      12481.2
     1017019     12532.5
     1118720     12454.6
     1230592     12467.7
     1353651     12328.3
     1489016     12268.8
     1637917     11578
     1801708     10781.1
     1981878     9870.87
     2180065     8415.36
     2398071     7171.37
     2637878     6108.56
     2901665     5283.54
     3191831     4528.29
     3511014     4083.17
     3862115     3920.16
     4248326     3802.32
     4673158     3593.9
     5140474     3469.02
     5654521     3320.13
     6219973     3282.63
     6841970     3211.23
     7526167     3154.42
     8278784     3122.11
     9106663     3070.2
     10000000    3078.95
   N=1, steps=122009515
     Blaze       = 1        (1.50009)
   N=2, steps=156881540
     Blaze       = 1        (1.92892)
   N=3, steps=156874895
     Blaze       = 1        (1.92883)
   N=4, steps=156796420
     Blaze       = 1        (1.92795)
   N=5, steps=141671386
     Blaze       = 1        (1.93559)
   N=6, steps=141582167
     Blaze       = 1        (1.93438)
   N=7, steps=141674381
     Blaze       = 1        (1.9357)
   N=8, steps=141628758
     Blaze       = 1        (1.93494)
   N=9, steps=129160805
     Blaze       = 1        (1.94073)
   N=10, steps=129079777
     Blaze       = 1        (1.93946)
   N=11, steps=129134969
     Blaze       = 1        (1.94025)
   N=12, steps=119320729
     Blaze       = 1        (1.79277)
   N=13, steps=118667073
     Blaze       = 1        (1.94508)
   N=14, steps=118704507
     Blaze       = 1        (1.94573)
   N=15, steps=118654067
     Blaze       = 1        (1.94512)
   N=16, steps=128536894
     Blaze       = 1        (1.8147)
   N=17, steps=108323684
     Blaze       = 1        (1.52966)
   N=18, steps=108372563
     Blaze       = 1        (1.5308)
   N=19, steps=108351538
     Blaze       = 1        (1.53)
   N=20, steps=108390759
     Blaze       = 1        (1.53064)
   N=22, steps=94656263
     Blaze       = 1        (1.50914)
   N=24, steps=95953431
     Blaze       = 1        (1.52969)
   N=26, steps=88952359
     Blaze       = 1        (1.53969)
   N=28, steps=88991507
     Blaze       = 1        (1.53992)
   N=30, steps=84145459
     Blaze       = 1        (1.62189)
   N=33, steps=78224519
     Blaze       = 1        (1.62966)
   N=36, steps=78147291
     Blaze       = 1        (1.54428)
   N=39, steps=72964076
     Blaze       = 1        (1.55805)
   N=42, steps=69510292
     Blaze       = 1        (1.61158)
   N=46, steps=66138959
     Blaze       = 1        (1.64697)
   N=50, steps=62800246
     Blaze       = 1        (1.70263)
   N=55, steps=59068472
     Blaze       = 1        (1.59651)
   N=60, steps=57374087
     Blaze       = 1        (1.67809)
   N=66, steps=53118308
     Blaze       = 1        (1.85888)
   N=72, steps=51232040
     Blaze       = 1        (1.68288)
   N=79, steps=46681825
     Blaze       = 1        (1.69976)
   N=86, steps=44447076
     Blaze       = 1        (1.93917)
   N=94, steps=39013162
     Blaze       = 1        (1.64522)
   N=103, steps=39029651
     Blaze       = 1        (1.89308)
   N=113, steps=35632811
     Blaze       = 1        (1.89938)
   N=124, steps=33719237
     Blaze       = 1        (1.84857)
   N=136, steps=31498087
     Blaze       = 1        (1.91937)
   N=149, steps=28795841
     Blaze       = 1        (1.92999)
   N=163, steps=26911320
     Blaze       = 1        (1.86214)
   N=179, steps=23947393
     Blaze       = 1        (1.78975)
   N=196, steps=22351687
     Blaze       = 1        (1.80945)
   N=215, steps=20655596
     Blaze       = 1        (1.88705)
   N=236, steps=19147457
     Blaze       = 1        (1.76482)
   N=259, steps=17609443
     Blaze       = 1        (1.7819)
   N=284, steps=16295534
     Blaze       = 1        (1.7851)
   N=312, steps=15029042
     Blaze       = 1        (1.86405)
   N=343, steps=13789703
     Blaze       = 1        (1.87879)
   N=377, steps=12651779
     Blaze       = 1        (1.8608)
   N=414, steps=11632389
     Blaze       = 1        (1.93985)
   N=455, steps=10708170
     Blaze       = 1        (1.94124)
   N=500, steps=9838116
     Blaze       = 1        (1.94365)
   N=550, steps=8740972
     Blaze       = 1        (1.97674)
   N=605, steps=8027463
     Blaze       = 1        (1.98704)
   N=665, steps=7432861
     Blaze       = 1        (2.01408)
   N=731, steps=6791998
     Blaze       = 1        (1.9979)
   N=804, steps=6187311
     Blaze       = 1        (1.99282)
   N=884, steps=5678214
     Blaze       = 1        (2.00743)
   N=972, steps=5184859
     Blaze       = 1        (1.91085)
   N=1069, steps=4720362
     Blaze       = 1        (1.99527)
   N=1175, steps=4307490
     Blaze       = 1        (1.99315)
   N=1292, steps=3925985
     Blaze       = 1        (1.92576)
   N=1421, steps=3336833
     Blaze       = 1        (1.87605)
   N=1563, steps=2989602
     Blaze       = 1        (1.87395)
   N=1719, steps=2754039
     Blaze       = 1        (1.89558)
   N=1890, steps=2472448
     Blaze       = 1        (1.89107)
   N=2079, steps=1907749
     Blaze       = 1        (1.88976)
   N=2286, steps=1310137
     Blaze       = 1        (1.92748)
   N=2514, steps=1159589
     Blaze       = 1        (1.93803)
   N=2765, steps=1082108
     Blaze       = 1        (2.04876)
   N=3041, steps=957613
     Blaze       = 1        (1.96999)
   N=3345, steps=886235
     Blaze       = 1        (1.97177)
   N=3679, steps=832670
     Blaze       = 1        (2.03962)
   N=4046, steps=760275
     Blaze       = 1        (2.03281)
   N=4450, steps=662841
     Blaze       = 1        (1.96729)
   N=4895, steps=621215
     Blaze       = 1        (2.03759)
   N=5384, steps=564936
     Blaze       = 1        (2.03939)
   N=5922, steps=483762
     Blaze       = 1        (1.95456)
   N=6514, steps=437169
     Blaze       = 1        (1.95022)
   N=7165, steps=333450
     Blaze       = 1        (2.04693)
   N=7881, steps=355762
     Blaze       = 1        (1.99265)
   N=8669, steps=323860
     Blaze       = 1        (2.01108)
   N=9535, steps=299863
     Blaze       = 1        (2.06209)
   N=10488, steps=273654
     Blaze       = 1        (2.04937)
   N=11536, steps=250248
     Blaze       = 1        (2.09328)
   N=12689, steps=218769
     Blaze       = 1        (2.03854)
   N=13957, steps=202335
     Blaze       = 1        (2.116)
   N=15352, steps=166789
     Blaze       = 1        (2.33514)
   N=16887, steps=152442
     Blaze       = 1        (2.36073)
   N=18575, steps=133852
     Blaze       = 1        (1.90081)
   N=20432, steps=119529
     Blaze       = 1        (1.91404)
   N=22475, steps=105115
     Blaze       = 1        (1.89294)
   N=24722, steps=93069
     Blaze       = 1        (1.93313)
   N=27194, steps=81495
     Blaze       = 1        (1.91752)
   N=29913, steps=73882
     Blaze       = 1        (1.94433)
   N=32904, steps=65514
     Blaze       = 1        (1.90347)
   N=36194, steps=59361
     Blaze       = 1        (1.92425)
   N=39813, steps=151788
     Blaze       = 1        (2.03403)
   N=43794, steps=143015
     Blaze       = 1        (2.01278)
   N=48173, steps=139169
     Blaze       = 1        (2.02436)
   N=52990, steps=132057
     Blaze       = 1        (2.01014)
   N=58289, steps=124122
     Blaze       = 1        (1.99319)
   N=64117, steps=115707
     Blaze       = 1        (1.99585)
   N=70528, steps=111015
     Blaze       = 1        (2.00592)
   N=77580, steps=104155
     Blaze       = 1        (1.99423)
   N=85338, steps=97995
     Blaze       = 1        (1.98398)
   N=93871, steps=91111
     Blaze       = 1        (1.99339)
   N=103258, steps=86149
     Blaze       = 1        (1.97621)
   N=113583, steps=80880
     Blaze       = 1        (1.99648)
   N=124941, steps=75568
     Blaze       = 1        (2.00076)
   N=137435, steps=70216
     Blaze       = 1        (1.97281)
   N=151178, steps=65942
     Blaze       = 1        (1.97024)
   N=166295, steps=61162
     Blaze       = 1        (1.95843)
   N=182924, steps=57013
     Blaze       = 1        (1.95325)
   N=201216, steps=52833
     Blaze       = 1        (1.97248)
   N=221337, steps=49485
     Blaze       = 1        (1.97059)
   N=243470, steps=45418
     Blaze       = 1        (1.95123)
   N=267817, steps=41566
     Blaze       = 1        (1.951)
   N=294598, steps=38167
     Blaze       = 1        (1.95542)
   N=324057, steps=33980
     Blaze       = 1        (1.90189)
   N=356462, steps=32669
     Blaze       = 1        (1.98337)
   N=392108, steps=30016
     Blaze       = 1        (1.99451)
   N=431318, steps=27355
     Blaze       = 1        (1.96426)
   N=474449, steps=24700
     Blaze       = 1        (1.95599)
   N=521893, steps=22945
     Blaze       = 1        (1.96826)
   N=574082, steps=21197
     Blaze       = 1        (1.98052)
   N=631490, steps=19256
     Blaze       = 1        (1.97941)
   N=694639, steps=17572
     Blaze       = 1        (1.99427)
   N=764102, steps=15974
     Blaze       = 1        (1.95418)
   N=840512, steps=14730
     Blaze       = 1        (1.99045)
   N=924563, steps=13332
     Blaze       = 1        (1.97517)
   N=1017019, steps=12202
     Blaze       = 1        (1.9804)
   N=1118720, steps=11302
     Blaze       = 1        (2.03038)
   N=1230592, steps=10143
     Blaze       = 1        (2.00227)
   N=1353651, steps=9303
     Blaze       = 1        (2.04295)
   N=1489016, steps=8433
     Blaze       = 1        (2.04696)
   N=1637917, steps=7273
     Blaze       = 1        (2.0578)
   N=1801708, steps=6170
     Blaze       = 1        (2.06223)
   N=1981878, steps=5062
     Blaze       = 1        (2.0327)
   N=2180065, steps=4219
     Blaze       = 1        (2.18593)
   N=2398071, steps=3088
     Blaze       = 1        (2.06522)
   N=2637878, steps=2316
     Blaze       = 1        (2.00025)
   N=2901665, steps=1756
     Blaze       = 1        (1.92875)
   N=3191831, steps=1391
     Blaze       = 1        (1.96094)
   N=3511014, steps=1141
     Blaze       = 1        (1.96223)
   N=3862115, steps=985
     Blaze       = 1        (1.94083)
   N=4248326, steps=852
     Blaze       = 1        (1.90388)
   N=4673158, steps=769
     Blaze       = 1        (1.99987)
   N=5140474, steps=659
     Blaze       = 1        (1.95305)
   N=5654521, steps=582
     Blaze       = 1        (1.98241)
   N=6219973, steps=526
     Blaze       = 1        (1.99334)
   N=6841970, steps=458
     Blaze       = 1        (1.95166)
   N=7526167, steps=416
     Blaze       = 1        (1.98508)
   N=8278784, steps=377
     Blaze       = 1        (1.99936)
   N=9106663, steps=337
     Blaze       = 1        (1.99918)
   N=10000000, steps=312
     Blaze       = 1        (2.02667)
