
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           0.234775
   N=15, steps=454934
     Blaze       = 1        (1.96328)
   N=16, steps=465441
     Blaze       = 1        (2.00261)
   N=17, steps=520631
     Blaze       = 1        (2.23578)
   N=18, steps=522561
     Blaze       = 1        (2.2835)
   N=19, steps=452743
     Blaze       = 1        (1.97671)
   N=20, steps=454888
     Blaze       = 1        (1.99253)
   N=22, steps=474809
     Blaze       = 1        (1.90328)
   N=24, steps=503748
     Blaze       = 1        (2.00471)
   N=26, steps=487090
     Blaze       = 1        (2.16417)
   N=28, steps=446795
     Blaze       = 1        (1.97777)
   N=30, steps=429482
     Blaze       = 1        (1.89971)
   N=33, steps=447431
     Blaze       = 1        (1.97772)
   N=36, steps=504847
     Blaze       = 1        (2.05984)
   N=39, steps=524899
     Blaze       = 1        (2.14451)
   N=42, steps=476436
     Blaze       = 1        (1.92928)
   N=46, steps=434151
     Blaze       = 1        (1.98175)
   N=50, steps=481790
     Blaze       = 1        (2.1347)
   N=55, steps=469837
     Blaze       = 1        (1.9086)
   N=60, steps=468758
     Blaze       = 1        (1.98837)
   N=66, steps=431579
     Blaze       = 1        (1.82338)
   N=72, steps=449922
     Blaze       = 1        (1.77316)
   N=79, steps=425681
     Blaze       = 1        (1.82317)
   N=86, steps=438882
     Blaze       = 1        (1.92452)
   N=94, steps=444322
     Blaze       = 1        (1.87069)
   N=103, steps=441840
     Blaze       = 1        (2.00106)
   N=113, steps=456865
     Blaze       = 1        (2.06621)
   N=124, steps=495042
     Blaze       = 1        (2.22268)
   N=136, steps=399318
     Blaze       = 1        (1.77805)
   N=149, steps=502780
     Blaze       = 1        (1.9795)
   N=163, steps=445695
     Blaze       = 1        (1.96878)
   N=179, steps=419204
     Blaze       = 1        (1.85363)
   N=196, steps=502274
     Blaze       = 1        (2.05798)
   N=215, steps=410912
     Blaze       = 1        (1.96724)
   N=236, steps=459511
     Blaze       = 1        (2.07274)
   N=259, steps=456356
     Blaze       = 1        (2.03899)
   N=284, steps=447520
     Blaze       = 1        (1.97008)
   N=312, steps=453042
     Blaze       = 1        (1.94526)
   N=343, steps=445458
     Blaze       = 1        (1.97505)
   N=377, steps=434558
     Blaze       = 1        (1.96962)
   N=414, steps=431485
     Blaze       = 1        (2.01408)
   N=455, steps=445459
     Blaze       = 1        (1.93951)
   N=500, steps=434028
     Blaze       = 1        (1.95619)
   N=550, steps=433812
     Blaze       = 1        (2.09467)
   N=605, steps=436244
     Blaze       = 1        (2.01841)
   N=665, steps=426631
     Blaze       = 1        (1.95226)
   N=731, steps=447557
     Blaze       = 1        (2.06566)
   N=804, steps=446471
     Blaze       = 1        (2.0166)
   N=884, steps=435492
     Blaze       = 1        (2.0084)
   N=972, steps=431491
     Blaze       = 1        (2.01012)
   N=1069, steps=435291
     Blaze       = 1        (1.99885)
   N=1175, steps=421373
     Blaze       = 1        (1.99616)
   N=1292, steps=440409
     Blaze       = 1        (2.02867)
   N=1421, steps=410436
     Blaze       = 1        (1.99269)
   N=1563, steps=434565
     Blaze       = 1        (1.98782)
   N=1719, steps=413889
     Blaze       = 1        (1.99445)
   N=1890, steps=425004
     Blaze       = 1        (1.97277)
   N=2079, steps=396211
     Blaze       = 1        (1.96176)
   N=2286, steps=423501
     Blaze       = 1        (2.12758)
   N=2514, steps=415421
     Blaze       = 1        (1.99416)
   N=2765, steps=417131
     Blaze       = 1        (2.03016)
   N=3041, steps=405927
     Blaze       = 1        (2.01596)
   N=3345, steps=398189
     Blaze       = 1        (1.99366)
   N=3679, steps=395377
     Blaze       = 1        (1.9908)
   N=4046, steps=383813
     Blaze       = 1        (1.99392)
   N=4450, steps=381176
     Blaze       = 1        (2.00736)
   N=4895, steps=384516
     Blaze       = 1        (1.98869)
   N=5384, steps=365612
     Blaze       = 1        (2.00034)
   N=5922, steps=369467
     Blaze       = 1        (2.00504)
   N=6514, steps=359259
     Blaze       = 1        (2.00754)
   N=7165, steps=343947
     Blaze       = 1        (2.00901)
   N=7881, steps=342342
     Blaze       = 1        (2.02404)
   N=8669, steps=328839
     Blaze       = 1        (2.00944)
   N=9535, steps=316298
     Blaze       = 1        (2.01286)
   N=10488, steps=300461
     Blaze       = 1        (2.02424)
   N=11536, steps=289486
     Blaze       = 1        (2.01393)
   N=12689, steps=280848
     Blaze       = 1        (2.02802)
   N=13957, steps=263548
     Blaze       = 1        (2.02043)
   N=15352, steps=243364
     Blaze       = 1        (2.01701)
   N=16887, steps=239288
     Blaze       = 1        (2.11282)
   N=18575, steps=224346
     Blaze       = 1        (2.03535)
   N=20432, steps=208902
     Blaze       = 1        (1.99194)
   N=22475, steps=195131
     Blaze       = 1        (1.97822)
   N=24722, steps=181872
     Blaze       = 1        (2.00025)
   N=27194, steps=166904
     Blaze       = 1        (2.00298)
   N=29913, steps=156018
     Blaze       = 1        (2.00043)
   N=32904, steps=141248
     Blaze       = 1        (1.96698)
   N=36194, steps=130751
     Blaze       = 1        (1.99248)
   N=39813, steps=121136
     Blaze       = 1        (2.00244)
   N=43794, steps=111979
     Blaze       = 1        (1.99836)
   N=48173, steps=103914
     Blaze       = 1        (2.01038)
   N=52990, steps=95959
     Blaze       = 1        (2.05418)
   N=58289, steps=87772
     Blaze       = 1        (1.94234)
   N=64117, steps=82576
     Blaze       = 1        (1.98568)
   N=70528, steps=76678
     Blaze       = 1        (2.00118)
   N=77580, steps=70294
     Blaze       = 1        (2.03367)
   N=85338, steps=65174
     Blaze       = 1        (1.99912)
   N=93871, steps=59354
     Blaze       = 1        (1.97962)
   N=103258, steps=55093
     Blaze       = 1        (2.00478)
   N=113583, steps=50415
     Blaze       = 1        (1.99093)
   N=124941, steps=46217
     Blaze       = 1        (2.05377)
   N=137435, steps=42035
     Blaze       = 1        (1.98776)
   N=151178, steps=38705
     Blaze       = 1        (2.00083)
   N=166295, steps=35428
     Blaze       = 1        (2.00706)
   N=182924, steps=32327
     Blaze       = 1        (1.98951)
   N=201216, steps=29464
     Blaze       = 1        (2.03651)
   N=221337, steps=26915
     Blaze       = 1        (1.98554)
   N=243470, steps=24553
     Blaze       = 1        (2.00766)
   N=267817, steps=22349
     Blaze       = 1        (2.01744)
   N=294598, steps=20596
     Blaze       = 1        (2.01204)
   N=324057, steps=18705
     Blaze       = 1        (2.01473)
   N=356462, steps=17037
     Blaze       = 1        (2.00091)
   N=392108, steps=15633
     Blaze       = 1        (2.01512)
   N=431318, steps=14190
     Blaze       = 1        (1.99825)
   N=474449, steps=12924
     Blaze       = 1        (2.01753)
   N=521893, steps=11721
     Blaze       = 1        (2.00066)
   N=574082, steps=10720
     Blaze       = 1        (2.01826)
   N=631490, steps=9652
     Blaze       = 1        (1.98721)
   N=694639, steps=8889
     Blaze       = 1        (2.03677)
   N=764102, steps=8118
     Blaze       = 1        (2.03668)
   N=840512, steps=7315
     Blaze       = 1        (2.02306)
   N=924563, steps=6653
     Blaze       = 1        (2.07629)
   N=1017019, steps=6009
     Blaze       = 1        (2.08802)
   N=1118720, steps=5320
     Blaze       = 1        (2.15265)
   N=1230592, steps=4581
     Blaze       = 1        (2.12928)
   N=1353651, steps=3793
     Blaze       = 1        (2.08154)
   N=1489016, steps=3058
     Blaze       = 1        (2.08976)
   N=1637917, steps=2494
     Blaze       = 1        (2.12257)
   N=1801708, steps=1893
     Blaze       = 1        (1.87467)
   N=1981878, steps=1558
     Blaze       = 1        (1.88187)
   N=2180065, steps=1313
     Blaze       = 1        (1.88769)
   N=2398071, steps=1100
     Blaze       = 1        (1.84741)
   N=2637878, steps=929
     Blaze       = 1        (1.80435)
   N=2901665, steps=915
     Blaze       = 1        (2.00578)
   N=3191831, steps=842
     Blaze       = 1        (2.05244)
   N=3511014, steps=744
     Blaze       = 1        (1.94721)
   N=3862115, steps=661
     Blaze       = 1        (1.99253)
   N=4248326, steps=593
     Blaze       = 1        (2.00418)
   N=4673158, steps=493
     Blaze       = 1        (1.94257)
   N=5140474, steps=430
     Blaze       = 1        (1.8656)
   N=5654521, steps=377
     Blaze       = 1        (1.89422)
   N=6219973, steps=328
     Blaze       = 1        (2.37501)
   N=6841970, steps=307
     Blaze       = 1        (1.99992)
   N=7526167, steps=261
     Blaze       = 1        (1.98461)
   N=8278784, steps=247
     Blaze       = 1        (1.97071)
   N=9106663, steps=221
     Blaze       = 1        (1.94893)
   N=10000000, steps=194
     Blaze       = 1        (1.98466)
