
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           0.112045
     Blaze       = 1        (1.94407)
   N=19, steps=258252
     Blaze       = 1        (2.04432)
   N=20, steps=243383
     Blaze       = 1        (1.88036)
   N=22, steps=257134
     Blaze       = 1        (1.97894)
   N=24, steps=254667
     Blaze       = 1        (1.99535)
   N=26, steps=259540
     Blaze       = 1        (2.05773)
   N=28, steps=252803
     Blaze       = 1        (1.94312)
   N=30, steps=257699
     Blaze       = 1        (1.99301)
   N=33, steps=244921
     Blaze       = 1        (1.89244)
   N=36, steps=255334
     Blaze       = 1        (1.99584)
   N=39, steps=244731
     Blaze       = 1        (1.95801)
   N=42, steps=251807
     Blaze       = 1        (2.01725)
   N=46, steps=246158
     Blaze       = 1        (1.98766)
   N=50, steps=252799
     Blaze       = 1        (1.96582)
   N=55, steps=244600
     Blaze       = 1        (1.91438)
   N=60, steps=252168
     Blaze       = 1        (2.04011)
   N=66, steps=243952
     Blaze       = 1        (1.92207)
   N=72, steps=252163
     Blaze       = 1        (2.04448)
   N=79, steps=240359
     Blaze       = 1        (1.95676)
   N=86, steps=255856
     Blaze       = 1        (2.04592)
   N=94, steps=225772
     Blaze       = 1        (1.77237)
   N=103, steps=220104
     Blaze       = 1        (2.15019)
   N=113, steps=218997
     Blaze       = 1        (2.02357)
   N=124, steps=232561
     Blaze       = 1        (1.99031)
   N=136, steps=254406
     Blaze       = 1        (2.27677)
   N=149, steps=232854
     Blaze       = 1        (1.8078)
   N=163, steps=247002
     Blaze       = 1        (2.08187)
   N=179, steps=236153
     Blaze       = 1        (1.9756)
   N=196, steps=233747
     Blaze       = 1        (1.97278)
   N=215, steps=225849
     Blaze       = 1        (1.98313)
   N=236, steps=228783
     Blaze       = 1        (1.99952)
   N=259, steps=232539
     Blaze       = 1        (2.01099)
   N=284, steps=249591
     Blaze       = 1        (2.16735)
   N=312, steps=221678
     Blaze       = 1        (1.83765)
   N=343, steps=250016
     Blaze       = 1        (1.96484)
   N=377, steps=215755
     Blaze       = 1        (1.98505)
   N=414, steps=204874
     Blaze       = 1        (1.90414)
   N=455, steps=197481
     Blaze       = 1        (1.96314)
   N=500, steps=213284
     Blaze       = 1        (1.97303)
   N=550, steps=211726
     Blaze       = 1        (1.94108)
   N=605, steps=215754
     Blaze       = 1        (1.97327)
   N=665, steps=204644
     Blaze       = 1        (2.00418)
   N=731, steps=227860
     Blaze       = 1        (1.9721)
   N=804, steps=227789
     Blaze       = 1        (1.96044)
   N=884, steps=219187
     Blaze       = 1        (2.13773)
   N=972, steps=214811
     Blaze       = 1        (1.82113)
   N=1069, steps=220125
     Blaze       = 1        (2.04063)
   N=1175, steps=214146
     Blaze       = 1        (1.95278)
   N=1292, steps=211730
     Blaze       = 1        (1.96019)
   N=1421, steps=211453
     Blaze       = 1        (1.96265)
   N=1563, steps=213443
     Blaze       = 1        (1.98295)
   N=1719, steps=214265
     Blaze       = 1        (2.00695)
   N=1890, steps=230888
     Blaze       = 1        (1.98111)
   N=2079, steps=211635
     Blaze       = 1        (1.97691)
   N=2286, steps=199371
     Blaze       = 1        (1.9833)
   N=2514, steps=213449
     Blaze       = 1        (1.98376)
   N=2765, steps=211184
     Blaze       = 1        (1.96957)
   N=3041, steps=214523
     Blaze       = 1        (1.9958)
   N=3345, steps=211986
     Blaze       = 1        (1.97268)
   N=3679, steps=212616
     Blaze       = 1        (1.99228)
   N=4046, steps=213218
     Blaze       = 1        (1.99289)
   N=4450, steps=212600
     Blaze       = 1        (1.98456)
   N=4895, steps=212095
     Blaze       = 1        (1.98816)
   N=5384, steps=212826
     Blaze       = 1        (1.98823)
   N=5922, steps=213469
     Blaze       = 1        (1.9905)
   N=6514, steps=212857
     Blaze       = 1        (1.99683)
   N=7165, steps=214319
     Blaze       = 1        (1.986)
   N=7881, steps=214603
     Blaze       = 1        (1.98865)
   N=8669, steps=213057
     Blaze       = 1        (1.99057)
   N=9535, steps=212329
     Blaze       = 1        (1.98911)
   N=10488, steps=209499
     Blaze       = 1        (1.99134)
   N=11536, steps=208366
     Blaze       = 1        (1.99015)
   N=12689, steps=205834
     Blaze       = 1        (1.99463)
   N=13957, steps=203615
     Blaze       = 1        (1.9925)
   N=15352, steps=197426
     Blaze       = 1        (1.99175)
   N=16887, steps=195736
     Blaze       = 1        (2.00366)
   N=18575, steps=192417
     Blaze       = 1        (1.98452)
   N=20432, steps=188886
     Blaze       = 1        (1.99971)
   N=22475, steps=183855
     Blaze       = 1        (1.99106)
   N=24722, steps=178844
     Blaze       = 1        (1.9902)
   N=27194, steps=173507
     Blaze       = 1        (1.99237)
   N=29913, steps=167913
     Blaze       = 1        (1.98215)
   N=32904, steps=162234
     Blaze       = 1        (1.98128)
   N=36194, steps=155749
     Blaze       = 1        (1.98146)
   N=39813, steps=149780
     Blaze       = 1        (1.99002)
   N=43794, steps=142728
     Blaze       = 1        (2.00228)
   N=48173, steps=135517
     Blaze       = 1        (1.99561)
   N=52990, steps=128124
     Blaze       = 1        (1.97457)
   N=58289, steps=121374
     Blaze       = 1        (1.98515)
   N=64117, steps=114348
     Blaze       = 1        (1.95528)
   N=70528, steps=107789
     Blaze       = 1        (1.95804)
   N=77580, steps=101107
     Blaze       = 1        (1.94986)
   N=85338, steps=94886
     Blaze       = 1        (1.94094)
   N=93871, steps=88774
     Blaze       = 1        (1.94291)
   N=103258, steps=82860
     Blaze       = 1        (1.94206)
   N=113583, steps=77124
     Blaze       = 1        (1.97174)
   N=124941, steps=71735
     Blaze       = 1        (1.99419)
   N=137435, steps=66405
     Blaze       = 1        (1.9416)
   N=151178, steps=61630
     Blaze       = 1        (1.92248)
   N=166295, steps=56899
     Blaze       = 1        (1.94231)
   N=182924, steps=52616
     Blaze       = 1        (1.91938)
   N=201216, steps=48554
     Blaze       = 1        (2.00078)
   N=221337, steps=44811
     Blaze       = 1        (1.92147)
   N=243470, steps=41289
     Blaze       = 1        (1.93272)
   N=267817, steps=37964
     Blaze       = 1        (1.95743)
   N=294598, steps=34946
     Blaze       = 1        (1.93525)
   N=324057, steps=32056
     Blaze       = 1        (1.97866)
   N=356462, steps=29511
     Blaze       = 1        (1.92154)
   N=392108, steps=27131
     Blaze       = 1        (1.96556)
   N=431318, steps=24855
     Blaze       = 1        (1.95066)
   N=474449, steps=22771
     Blaze       = 1        (1.93112)
   N=521893, steps=20887
     Blaze       = 1        (1.93483)
   N=574082, steps=19078
     Blaze       = 1        (1.92676)
   N=631490, steps=17437
     Blaze       = 1        (1.94541)
   N=694639, steps=15992
     Blaze       = 1        (1.9508)
   N=764102, steps=14529
     Blaze       = 1        (1.94459)
   N=840512, steps=13254
     Blaze       = 1        (1.95562)
   N=924563, steps=11938
     Blaze       = 1        (2.0114)
   N=1017019, steps=10617
     Blaze       = 1        (2.03816)
   N=1118720, steps=9119
     Blaze       = 1        (2.10187)
   N=1230592, steps=7655
     Blaze       = 1        (2.09172)
   N=1353651, steps=6113
     Blaze       = 1        (2.07473)
   N=1489016, steps=4631
     Blaze       = 1        (1.96723)
   N=1637917, steps=3518
     Blaze       = 1        (1.95435)
   N=1801708, steps=2713
     Blaze       = 1        (2.00097)
   N=1981878, steps=2138
     Blaze       = 1        (2.01764)
   N=2180065, steps=1799
     Blaze       = 1        (2.09068)
   N=2398071, steps=1518
     Blaze       = 1        (2.06527)
   N=2637878, steps=1409
     Blaze       = 1        (2.21778)
   N=2901665, steps=1277
     Blaze       = 1        (2.05992)
   N=3191831, steps=1124
     Blaze       = 1        (2.03253)
   N=3511014, steps=1035
     Blaze       = 1        (2.20312)
   N=3862115, steps=890
     Blaze       = 1        (1.95658)
   N=4248326, steps=801
     Blaze       = 1        (2.02965)
   N=4673158, steps=675
     Blaze       = 1        (1.8567)
   N=5140474, steps=638
     Blaze       = 1        (2.00505)
   N=5654521, steps=546
     Blaze       = 1        (1.90257)
   N=6219973, steps=483
     Blaze       = 1        (1.88979)
   N=6841970, steps=468
     Blaze       = 1        (1.99858)
   N=7526167, steps=424
     Blaze       = 1        (1.99833)
   N=8278784, steps=384
     Blaze       = 1        (1.98434)
   N=9106663, steps=350
     Blaze       = 1        (2.10618)
   N=10000000, steps=309
     Blaze       = 1        (1.93865)
